element,sp_num,ritz_wl_vac(A),Aki(s^-1),fik,Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,
Al,6,"=""151.218""","=""5.19e+07""","=""5.94e-05""",B,"=""40.3530""","=""122.3433""","=""2s.2p5""","=""3P*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""0""",,
Al,6,"=""151.232""","=""1.66e+07""","=""9.46e-05""",B,"=""40.3530""","=""122.3360""","=""2s.2p5""","=""3P*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""2""",,
Al,6,"=""151.246""","=""9.53e+06""","=""3.27e-05""",C+,"=""40.3530""","=""122.3281""","=""2s.2p5""","=""3P*""","=""1""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",,
Al,6,"=""151.555""","=""1.70e+07""","=""1.75e-04""",B,"=""40.5199""","=""122.3281""","=""2s.2p5""","=""3P*""","=""0""","=""2s2.2p3.(4S*).3p""","=""3P""","=""1""",,
Al,11,"=""153.66""","=""2.58e+09""","=""1.83e-02""",B+,"=""335.46""","=""416.15""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""3/2""",,
Al,11,"=""153.66""","=""2.58e+09""","=""9.14e-03""",B+,"=""335.46""","=""416.15""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.8p""","=""2P*""","=""1/2""",,
Al,7,"=""155.07""","=""7.86e+06""","=""2.83e-05""",C+,"=""91.221""","=""171.178?""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",,
Al,7,"=""155.26""","=""2.74e+06""","=""4.96e-06""",C+,"=""91.221""","=""171.076?""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",,
Al,7,"=""156.02""","=""1.33e+06""","=""9.70e-06""",C+,"=""91.71""","=""171.178?""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""3/2""",,
Al,7,"=""156.22""","=""6.03e+06""","=""2.21e-05""",C+,"=""91.71""","=""171.076?""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2P""","=""1/2""",,
Al,11,"=""156.54""","=""6.12e+08""","=""2.25e-03""",A,"=""258.89""","=""338.094""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4p""","=""2P*""","=""3/2""",,
Al,11,"=""156.65""","=""5.52e+09""","=""1.35e-02""",A+,"=""258.945""","=""338.094""","=""1s2.3d""","=""2D""","=""5/2""","=""1s2.4p""","=""2P*""","=""3/2""",,
Al,11,"=""156.73""","=""6.16e+09""","=""1.14e-02""",A+,"=""258.89""","=""337.996""","=""1s2.3d""","=""2D""","=""3/2""","=""1s2.4p""","=""2P*""","=""1/2""",,
Al,11,"=""157.00""","=""1.31e+10""","=""4.85e-02""",A+,"=""256.495""","=""335.46""","=""1s2.3p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",,
Al,7,"=""157.28""","=""7.29e+02""","=""4.06e-09""",D,"=""91.221""","=""170.051""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""5/2""",,
Al,7,"=""157.43""","=""1.01e+03""","=""3.77e-09""",D,"=""91.221""","=""169.976?""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",,
Al,11,"=""157.44""","=""2.65e+10""","=""4.93e-02""",A+,"=""256.712""","=""335.46""","=""1s2.3p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",,
Al,11,"=""158.2""","=""4.37e+09""","=""3.28e-02""",A,"=""337.996""","=""416.35""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.8d""","=""2D""","=""3/2""",,
Al,11,"=""158.4""","=""5.21e+09""","=""2.94e-02""",A,"=""338.094""","=""416.35""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""5/2""",,
Al,11,"=""158.4""","=""8.69e+08""","=""3.27e-03""",B+,"=""338.094""","=""416.35""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.8d""","=""2D""","=""3/2""",,
Al,7,"=""158.42""","=""5.21e+04""","=""3.92e-07""",C,"=""91.71""","=""169.976?""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3d""","=""2D""","=""3/2""",,
Al,4,"=""160.0724""","=""2.06e+10""","=""2.37e-01""",A,"=""0.0000""","=""77.45510""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""1P*""","=""1""",,
Al,11,"=""160.7""","=""5.84e+08""","=""1.13e-03""",B,"=""338.986""","=""416.15""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""1/2""",,
Al,11,"=""160.7""","=""5.87e+07""","=""2.27e-04""",B,"=""338.986""","=""416.15""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.8p""","=""2P*""","=""3/2""",,
Al,11,"=""160.8""","=""5.27e+08""","=""1.36e-03""",B+,"=""339.027""","=""416.15""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.8p""","=""2P*""","=""3/2""",,
Al,4,"=""161.6883""","=""1.46e+09""","=""1.72e-02""",C+,"=""0.0000""","=""76.68099""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""1""",,
Al,4,"=""162.1681""","=""3.39e+01""","=""6.68e-10""",B+,"=""0.0000""","=""76.45414""","=""2s2.2p6""","=""1S""","=""0""","=""2s2.2p5.(2P*).3s""","=""3P*""","=""2""",M2,
Al,7,"=""163.85""","=""2.25e+06""","=""1.36e-05""",B,"=""91.221""","=""166.891""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""5/2""",,
Al,7,"=""164.06""","=""2.37e+05""","=""9.57e-07""",C+,"=""91.221""","=""166.796""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",,
Al,9,"=""164.74""","=""6.82e+08""","=""4.16e-03""",C+,"=""210.045""","=""285.306""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,
Al,7,"=""165.13""","=""1.91e+06""","=""1.56e-05""",B,"=""91.71""","=""166.796""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2D""","=""3/2""",,
Al,10,"=""165.29""","=""2.39e+10""","=""1.63e-01""",B,"=""259.359?""","=""334.367?""","=""1s2.2p.3s""","=""1P*""","=""1""","=""1s2.2p.4p""","=""1D""","=""2""",,
Al,10,"=""165.64""","=""6.24e+10""","=""4.28e-01""",B+,"=""238.527""","=""313.378?""","=""1s2.2s.3p""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,
Al,11,"=""170.5""","=""3.80e+09""","=""3.31e-02""",A,"=""335.46""","=""408.17""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
Al,11,"=""170.5""","=""3.83e+09""","=""1.67e-02""",B+,"=""335.46""","=""408.17""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
Al,7,"=""171.74""","=""6.47e+05""","=""1.43e-06""",C+,"=""91.221""","=""163.412""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",,
Al,7,"=""171.98""","=""1.84e+06""","=""8.16e-06""",B,"=""91.221""","=""163.314""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,
Al,6,"=""172.530""","=""1.55e+04""","=""1.15e-07""",E,"=""55.9660""","=""127.8283""","=""2s.2p5""","=""1P*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""2""",,
Al,6,"=""172.559""","=""5.56e+07""","=""2.48e-04""",C,"=""55.9660""","=""127.8163""","=""2s.2p5""","=""1P*""","=""1""","=""2s2.2p3.(2D*).3p""","=""3D""","=""1""",,
Al,7,"=""172.92""","=""1.19e+06""","=""5.35e-06""",C+,"=""91.71""","=""163.412""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""1/2""",,
Al,7,"=""173.15""","=""3.18e+05""","=""2.86e-06""",C+,"=""91.71""","=""163.314""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(3P).3d""","=""2P""","=""3/2""",,
Al,11,"=""176.0""","=""6.58e+09""","=""6.11e-02""",A,"=""337.996""","=""408.44""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Al,11,"=""176.2""","=""7.86e+09""","=""5.49e-02""",A,"=""338.094""","=""408.44""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""5/2""",,
Al,11,"=""176.2""","=""1.31e+09""","=""6.11e-03""",B+,"=""338.094""","=""408.44""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.7d""","=""2D""","=""3/2""",,
Al,10,"=""177.71""","=""1.23e+11""","=""9.74e-01""",B+,"=""243.736""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""1""","=""1s2.2s.4f""","=""3F*""","=""2""",,
Al,10,"=""177.78""","=""2.30e+10""","=""1.09e-01""",B,"=""243.763""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""3F*""","=""2""",,
Al,10,"=""177.78""","=""1.30e+11""","=""8.65e-01""",A,"=""243.763""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""2""","=""1s2.2s.4f""","=""3F*""","=""3""",,
Al,10,"=""177.85""","=""1.47e+11""","=""8.94e-01""",A,"=""243.790""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""4""",,
Al,10,"=""177.85""","=""1.63e+10""","=""7.75e-02""",B,"=""243.790""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""3""",,
Al,10,"=""177.85""","=""6.47e+08""","=""2.19e-03""",C,"=""243.790""","=""313.503""","=""1s2.2s.3d""","=""3D""","=""3""","=""1s2.2s.4f""","=""3F*""","=""2""",,
Al,11,"=""179.2""","=""9.33e+08""","=""2.25e-03""",B+,"=""338.986""","=""408.17""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""1/2""",,
Al,11,"=""179.2""","=""9.15e+07""","=""4.41e-04""",B,"=""338.986""","=""408.17""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
Al,11,"=""179.3""","=""8.28e+08""","=""2.66e-03""",B+,"=""339.027""","=""408.17""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.7p""","=""2P*""","=""3/2""",,
Al,12,"=""179.541""","=""8.83e+09""","=""1.28e-01""",A+,"=""(1962.533)""","=""(2031.5890)""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,
Al,12,"=""182.075""","=""1.88e+09""","=""5.60e-03""",A,"=""(1963.4937)""","=""(2031.5890)""","=""1s.4d""","=""1D""","=""2""","=""1s.6p""","=""1P*""","=""1""",,
Al,9,"=""183.15""","=""1.41e+10""","=""1.42e-01""",B,"=""209.650?""","=""277.345?""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",,
Al,9,"=""183.23""","=""1.68e+10""","=""1.27e-01""",B+,"=""210.045""","=""277.710?""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",,
Al,9,"=""184.23""","=""2.77e+09""","=""1.41e-02""",C+,"=""210.045""","=""277.345?""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",,
Al,7,"=""195.053""","=""9.77e+05""","=""2.79e-06""",C+,"=""91.221""","=""154.786""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""",,
Al,7,"=""196.568""","=""4.24e+05""","=""2.46e-06""",C,"=""91.71""","=""154.786""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(1S).3s""","=""2S""","=""1/2""",,
Al,9,"=""197.98""","=""3.78e+10""","=""3.33e-01""",B+,"=""217.902""","=""280.527?""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,
Al,9,"=""198.17""","=""4.04e+10""","=""3.17e-01""",A,"=""218.332""","=""280.897?""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""7/2""",,
Al,10,"=""198.42""","=""5.19e+09""","=""2.19e-02""",C+,"=""271.880""","=""334.367?""","=""1s2.2p.3d""","=""1F*""","=""3""","=""1s2.2p.4p""","=""1D""","=""2""",,
Al,9,"=""199.35""","=""2.65e+09""","=""1.58e-02""",C+,"=""218.332""","=""280.527?""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,
Al,8,"=""201.80""","=""5.27e+09""","=""5.36e-02""",C,"=""163.714""","=""225.152?""","=""2s2.2p.3s""","=""3P*""","=""1""","=""2s.2p2.(2S).3d""","=""3D""","=""2""",,
Al,8,"=""202.89""","=""6.92e+09""","=""5.98e-02""",C,"=""164.163""","=""225.271?""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s.2p2.(2S).3d""","=""3D""","=""3""",,
Al,8,"=""203.29""","=""1.73e+09""","=""1.07e-02""",D,"=""164.163""","=""225.152?""","=""2s2.2p.3s""","=""3P*""","=""2""","=""2s.2p2.(2S).3d""","=""3D""","=""2""",,
Al,11,"=""205.0""","=""5.86e+09""","=""7.38e-02""",A+,"=""335.46""","=""395.96""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
Al,11,"=""205.0""","=""5.92e+09""","=""3.73e-02""",A+,"=""335.46""","=""395.96""","=""1s2.4s""","=""2S""","=""1/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
Al,7,"=""208.047""","=""2.71e+06""","=""8.80e-06""",C+,"=""0.0000""","=""59.594""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p4""","=""2P""","=""1/2""",,
Al,12,"=""209.086""","=""1.09e+09""","=""2.15e-02""",A,"=""(2007.093)""","=""(2066.3913)""","=""1s.5s""","=""1S""","=""0""","=""1s.10p""","=""1P*""","=""1""",,
Al,7,"=""209.341""","=""9.13e+06""","=""6.00e-05""",C+,"=""0.0000""","=""59.226""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p4""","=""2P""","=""3/2""",,
Al,8,"=""209.49""","=""1.23e+06""","=""4.88e-06""",C,"=""16.594""","=""75.777""","=""2s.2p3""","=""5S*""","=""2""","=""2p4""","=""3P""","=""1""",,
Al,8,"=""210.01""","=""1.63e+06""","=""3.59e-06""",C,"=""32.525""","=""91.561+x""","=""2s.2p3""","=""3D*""","=""1""","=""2p4""","=""1S""","=""0""",,
Al,12,"=""210.846""","=""3.00e+08""","=""1.20e-03""",A,"=""(2007.5882)""","=""(2066.3913)""","=""1s.5d""","=""1D""","=""2""","=""1s.10p""","=""1P*""","=""1""",,
Al,8,"=""210.85""","=""2.85e+06""","=""1.90e-05""",C+,"=""16.594""","=""75.395""","=""2s.2p3""","=""5S*""","=""2""","=""2p4""","=""3P""","=""2""",,
Al,11,"=""212.6""","=""1.05e+10""","=""1.42e-01""",A+,"=""337.996""","=""396.30""","=""1s2.4p""","=""2P*""","=""1/2""","=""1s2.6d""","=""2D""","=""3/2""",,
Al,5,"=""212.870""","=""4.82e+05""","=""3.28e-06""",C,"=""44.4875""","=""102.73158""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""1/2""",,
Al,11,"=""213.0""","=""1.26e+10""","=""1.29e-01""",A+,"=""338.094""","=""396.30""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""5/2""",,
Al,11,"=""213.0""","=""2.11e+09""","=""1.43e-02""",A+,"=""338.094""","=""396.30""","=""1s2.4p""","=""2P*""","=""3/2""","=""1s2.6d""","=""2D""","=""3/2""",,
Al,5,"=""213.120""","=""2.10e+05""","=""2.87e-06""",C,"=""44.4875""","=""102.66327""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4D*""","=""3/2""",,
Al,7,"=""216.179""","=""2.69e+04""","=""1.88e-07""",C,"=""91.221""","=""148.574""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,
Al,7,"=""216.179""","=""1.51e+05""","=""1.58e-06""",C,"=""91.221""","=""148.574""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""5/2""",,
Al,9,"=""217.10""","=""7.75e+07""","=""8.21e-04""",C,"=""228.197""","=""285.306""","=""2s.2p.(3P*).3d""","=""2P*""","=""3/2""","=""2s2.5d""","=""2D""","=""5/2""",,
Al,5,"=""217.323""","=""1.08e+05""","=""7.66e-07""",D,"=""44.4875""","=""101.53830""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4P*""","=""1/2""",,
Al,11,"=""217.6""","=""1.64e+09""","=""5.81e-03""",A,"=""338.986""","=""395.96""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""1/2""",,
Al,11,"=""217.6""","=""1.61e+08""","=""1.14e-03""",A,"=""338.986""","=""395.96""","=""1s2.4d""","=""2D""","=""3/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
Al,5,"=""217.713""","=""2.17e+05""","=""3.09e-06""",C,"=""44.4875""","=""101.43597""","=""2s.2p6""","=""2S""","=""1/2""","=""2s2.2p4.(3P).3p""","=""4P*""","=""3/2""",,
Al,11,"=""217.8""","=""1.27e+09""","=""6.03e-03""",A,"=""339.027""","=""395.96""","=""1s2.4d""","=""2D""","=""5/2""","=""1s2.6p""","=""2P*""","=""3/2""",,
Al,7,"=""218.041""","=""1.23e+05""","=""1.76e-06""",C,"=""91.71""","=""148.574""","=""2p5""","=""2P*""","=""1/2""","=""2s2.2p2.(1D).3s""","=""2D""","=""3/2""",,
Al,7,"=""218.804""","=""4.28e+05""","=""1.54e-06""",C,"=""35.047""","=""91.71""","=""2s.2p4""","=""4P""","=""3/2""","=""2p5""","=""2P*""","=""1/2""",,
Al,7,"=""219.428""","=""2.45e+06""","=""1.77e-05""",C,"=""35.208""","=""91.71""","=""2s.2p4""","=""4P""","=""1/2""","=""2p5""","=""2P*""","=""1/2""",,
Al,7,"=""219.515""","=""7.98e+06""","=""3.84e-05""",C+,"=""34.740""","=""91.221""","=""2s.2p4""","=""4P""","=""5/2""","=""2p5""","=""2P*""","=""3/2""",,
Al,7,"=""220.712""","=""2.14e+06""","=""1.56e-05""",C+,"=""35.047""","=""91.221""","=""2s.2p4""","=""4P""","=""3/2""","=""2p5""","=""2P*""","=""3/2""",,
Al,7,"=""220.721""","=""4.41e+06""","=""1.61e-05""",B,"=""0.0000""","=""56.172""","=""2s2.2p3""","=""4S*""","=""3/2""","=""2s.2p4""","=""2S""","=""1/2""",,
Al,7,"=""221.18""","=""2.28e+08""","=""3.35e-03""",C,"=""142.23""","=""198.290""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s.2p3.(3D*).3d?""","=""4S*?""","=""3/2""",,
Al,7,"=""221.347""","=""5.88e+05""","=""8.63e-06""",C,"=""35.208""","=""91.221""","=""2s.2p4""","=""4P""","=""1/2""","=""2p5""","=""2P*""","=""3/2""",,
Al,6,"=""221.535""","=""6.46e+07""","=""2.85e-04""",C+,"=""0.0000""","=""55.9660""","=""2s2.2p4""","=""3P""","=""2""","=""2s.2p5""","=""1P*""","=""1""",,
Al,7,"=""221.70""","=""2.40e+08""","=""3.54e-03""",C,"=""142.23""","=""198.160""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s.2p3.(3D*).3d?""","=""4D*?""","=""3/2""",,
Al,7,"=""221.89""","=""4.52e+08""","=""3.34e-03""",C,"=""142.414""","=""198.290""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4S*?""","=""3/2""",,
Al,7,"=""222.41""","=""3.05e+08""","=""2.26e-03""",C,"=""142.414""","=""198.160""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4D*?""","=""3/2""",,
Al,7,"=""222.41""","=""4.00e+08""","=""4.45e-03""",C+,"=""142.414""","=""198.160""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4D*?""","=""5/2""",,
Al,6,"=""222.884""","=""1.34e+06""","=""9.95e-06""",C,"=""0.3387""","=""55.9660""","=""2s2.2p4""","=""3P""","=""1""","=""2s.2p5""","=""1P*""","=""1""",,
Al,7,"=""223.03""","=""6.68e+08""","=""3.32e-03""",C+,"=""142.700""","=""198.290""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s.2p3.(3D*).3d?""","=""4S*?""","=""3/2""",,
Al,6,"=""223.430""","=""2.70e+06""","=""6.07e-05""",C,"=""0.4747""","=""55.9660""","=""2s2.2p4""","=""3P""","=""0""","=""2s.2p5""","=""1P*""","=""1""",,
Al,7,"=""223.55""","=""2.80e+07""","=""1.40e-04""",D,"=""142.700""","=""198.160""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s.2p3.(3D*).3d?""","=""4D*?""","=""3/2""",,
Al,7,"=""223.55""","=""1.68e+08""","=""1.26e-03""",C,"=""142.700""","=""198.160""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s.2p3.(3D*).3d?""","=""4D*?""","=""5/2""",,
Al,7,"=""224.55""","=""3.66e+07""","=""2.77e-04""",E,"=""142.23""","=""197.450?""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""1/2""",,
Al,7,"=""224.74""","=""9.11e+07""","=""1.38e-03""",D,"=""142.23""","=""197.401""","=""2s2.2p2.(3P).3s""","=""4P""","=""1/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""3/2""",,
Al,8,"=""224.936""","=""2.22e+05""","=""5.06e-06""",C,"=""0.0000""","=""55.120+x""","=""2s2.2p2""","=""3P""","=""0""","=""2s.2p3""","=""1P*""","=""1""",,
Al,7,"=""225.28""","=""1.82e+08""","=""6.91e-04""",D,"=""142.414""","=""197.450?""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""1/2""",,
Al,7,"=""225.48""","=""2.90e+07""","=""2.21e-04""",D,"=""142.414""","=""197.401""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""3/2""",,
Al,7,"=""225.78""","=""6.49e+07""","=""7.44e-04""",D,"=""142.414""","=""197.328""","=""2s2.2p2.(3P).3s""","=""4P""","=""3/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""5/2""",,
Al,8,"=""225.805""","=""3.65e+07""","=""2.79e-04""",C+,"=""0.212""","=""55.120+x""","=""2s2.2p2""","=""3P""","=""1""","=""2s.2p3""","=""1P*""","=""1""",,
Al,12,"=""226.641""","=""1.50e+09""","=""3.47e-02""",A,"=""(2007.093)""","=""(2061.7982)""","=""1s.5s""","=""1S""","=""0""","=""1s.9p""","=""1P*""","=""1""",,
Al,7,"=""226.65""","=""9.62e+07""","=""4.94e-04""",D,"=""142.700""","=""197.401""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""3/2""",,
Al,7,"=""226.96""","=""1.49e+08""","=""1.15e-03""",C,"=""142.700""","=""197.328""","=""2s2.2p2.(3P).3s""","=""4P""","=""5/2""","=""2s.2p3.(3D*).3d?""","=""4P*?""","=""5/2""",,
Al,9,"=""227.13""","=""3.47e+04""","=""5.37e-07""",D,"=""18.011""","=""72.598""","=""2s.2p2""","=""4P""","=""1/2""","=""2p3""","=""2P*""","=""3/2""",,
Al,8,"=""227.195""","=""1.53e+06""","=""7.10e-06""",C,"=""0.548""","=""55.120+x""","=""2s2.2p2""","=""3P""","=""2""","=""2s.2p3""","=""1P*""","=""1""",,
Al,9,"=""227.32""","=""1.20e+06""","=""9.30e-06""",B,"=""18.011""","=""72.553""","=""2s.2p2""","=""4P""","=""1/2""","=""2p3""","=""2P*""","=""1/2""",,
Al,9,"=""227.60""","=""3.45e+07""","=""4.02e-04""",C,"=""223.235""","=""277.710?""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",,
Al,9,"=""227.81""","=""4.82e+08""","=""3.75e-03""",C+,"=""223.284""","=""277.710?""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).4p""","=""2D""","=""5/2""",,
Al,9,"=""228.02""","=""2.67e+06""","=""2.08e-05""",C+,"=""18.224""","=""72.598""","=""2s.2p2""","=""4P""","=""3/2""","=""2p3""","=""2P*""","=""3/2""",,
Al,9,"=""228.21""","=""2.33e+05""","=""9.09e-07""",C+,"=""18.224""","=""72.553""","=""2s.2p2""","=""4P""","=""3/2""","=""2p3""","=""2P*""","=""1/2""",,
Al,12,"=""228.711""","=""4.29e+08""","=""2.02e-03""",A,"=""(2007.5882)""","=""(2061.7982)""","=""1s.5d""","=""1D""","=""2""","=""1s.9p""","=""1P*""","=""1""",,
Al,9,"=""229.13""","=""4.56e+08""","=""3.59e-03""",C+,"=""223.235""","=""277.345?""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",,
Al,9,"=""229.32""","=""9.88e+05""","=""5.19e-06""",C+,"=""18.531""","=""72.598""","=""2s.2p2""","=""4P""","=""5/2""","=""2p3""","=""2P*""","=""3/2""",,
Al,9,"=""229.34""","=""5.06e+07""","=""2.66e-04""",C,"=""223.284""","=""277.345?""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).4p""","=""2D""","=""3/2""",,
Al,10,"=""229.52""","=""4.30e+09""","=""5.66e-02""",C+,"=""259.359?""","=""313.378?""","=""1s2.2p.3s""","=""1P*""","=""1""","=""1s2.2s.4d""","=""1D""","=""2""",,
Al,8,"=""231.01""","=""2.48e+10""","=""2.55e-01""",C+,"=""194.261?""","=""247.932?""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""","=""2s.2p2.(4P).4d""","=""3F""","=""4""",,
Al,8,"=""231.10""","=""2.20e+10""","=""2.47e-01""",C+,"=""194.029?""","=""247.678?""","=""2s.2p2.(4P).3p""","=""3D*""","=""2""","=""2s.2p2.(4P).4d""","=""3F""","=""3""",,
Al,7,"=""232.035""","=""8.52e+04""","=""6.88e-07""",C+,"=""91.221""","=""144.655""","=""2p5""","=""2P*""","=""3/2""","=""2s2.2p2.(3P).3s""","=""2P""","=""3/2""",,
Al,8,"=""232.10""","=""2.72e+09""","=""2.20e-02""",C,"=""194.261?""","=""247.678?""","=""2s.2p2.(4P).3p""","=""3D*""","=""3""","=""2s.2p2.(4P).4d""","=""3F""","=""3""",,
